OrderID;DateKey;channelKey;StoreKey;ProductKey;PromotionKey;SalesQuantity;ReturnQuantity
83259;04-ene-07;1;128;900;2;4;0
84416;04-ene-07;1;263;1474;10;8;0
85750;04-ene-07;1;125;315;2;4;0
86896;04-ene-07;1;254;122;5;13;0
87882;04-ene-07;4;308;261;2;18;1
88150;04-ene-07;1;127;1449;2;18;0
89959;04-ene-07;1;142;819;2;4;1
91763;04-ene-07;1;88;312;2;4;0
93693;04-ene-07;1;87;718;2;9;0
94239;04-ene-07;1;151;1221;2;9;0
94750;04-ene-07;1;248;316;10;4;0
96225;04-ene-07;1;189;727;2;9;0
96480;04-ene-07;1;237;266;10;8;0
97127;04-ene-07;1;105;170;2;9;0
97543;04-ene-07;4;309;1402;10;8;0
249;05-ene-07;1;243;690;10;8;0
705;05-ene-07;4;308;1466;2;9;1
1941;05-ene-07;1;86;751;2;4;0
2244;05-ene-07;3;200;177;2;24;0
2567;05-ene-07;1;191;1009;2;9;0
3148;05-ene-07;1;248;1535;10;8;0
7058;05-ene-07;1;213;2507;10;80;0
7329;05-ene-07;1;270;1396;5;13;0
7377;05-ene-07;1;119;766;2;4;0
8404;05-ene-07;1;144;1437;2;4;0
10470;05-ene-07;2;307;312;5;6;0
13012;05-ene-07;2;199;124;2;18;0
13928;05-ene-07;1;67;638;2;9;0
15343;05-ene-07;1;210;1308;10;4;1
15445;05-ene-07;1;233;1595;10;8;1
18669;05-ene-07;3;200;1470;2;8;0
19676;05-ene-07;1;53;1494;2;9;0
23406;05-ene-07;1;2;780;2;9;0
24395;05-ene-07;1;220;1361;10;8;0
26357;05-ene-07;1;86;473;2;4;0
26381;05-ene-07;2;199;687;2;9;0
26929;05-ene-07;1;44;897;2;4;0
26950;05-ene-07;3;200;712;2;18;0
28078;05-ene-07;2;199;409;2;4;0
31086;05-ene-07;4;309;1518;10;8;0
33132;05-ene-07;1;225;189;10;8;0
36050;05-ene-07;3;200;1347;2;18;0
36506;05-ene-07;2;307;627;5;13;0
37989;05-ene-07;1;142;1090;2;9;0
39877;05-ene-07;1;233;673;10;4;1
41176;05-ene-07;1;89;910;2;4;0
42034;05-ene-07;1;126;928;2;4;0
43918;05-ene-07;1;218;1324;10;8;0
45606;05-ene-07;4;310;1075;5;13;0
46323;05-ene-07;1;191;1467;2;9;0
47704;05-ene-07;1;295;1035;5;13;0
48110;05-ene-07;1;224;743;10;4;0
53226;05-ene-07;1;201;1648;10;4;0
53835;05-ene-07;1;155;990;2;9;0
55102;05-ene-07;1;101;1249;2;4;0
55821;05-ene-07;1;138;1116;2;9;0
56138;05-ene-07;4;310;1432;5;13;0
57840;05-ene-07;2;306;170;10;16;0
58822;05-ene-07;1;100;1052;2;9;0
59277;05-ene-07;1;121;907;2;4;1
60322;05-ene-07;1;294;802;5;6;0
60413;05-ene-07;3;200;543;2;54;0
62034;05-ene-07;3;200;821;2;36;0
62181;05-ene-07;1;70;1519;2;9;0
62297;05-ene-07;1;23;123;2;9;0
63551;05-ene-07;1;246;483;10;4;0
63849;05-ene-07;1;304;1627;10;8;0
65261;05-ene-07;1;43;882;2;4;0
67822;05-ene-07;1;207;418;10;12;1
68061;05-ene-07;1;281;326;5;13;0
68152;05-ene-07;3;200;513;2;8;0
70625;05-ene-07;1;122;1052;2;9;0
74122;05-ene-07;1;239;69;10;8;0
75666;05-ene-07;1;291;567;2;9;0
76432;05-ene-07;2;307;638;5;13;0
77704;05-ene-07;4;310;953;5;13;0
78055;05-ene-07;4;309;332;10;4;0
80952;05-ene-07;1;305;649;10;4;1
81450;05-ene-07;1;186;677;2;4;0
84125;05-ene-07;1;131;1427;2;9;0
86018;05-ene-07;1;96;707;2;4;0
86396;05-ene-07;1;240;1500;10;4;0
91710;05-ene-07;1;172;869;2;9;0
92923;05-ene-07;1;154;683;2;9;0
93468;05-ene-07;1;20;1373;2;4;0
95318;05-ene-07;1;2;170;2;9;0
96628;05-ene-07;1;49;1389;2;9;0
97433;05-ene-07;1;191;527;2;4;0
600;06-ene-07;1;126;68;2;4;0
1659;06-ene-07;3;200;325;2;36;0
1935;06-ene-07;1;139;1475;2;9;0
3232;06-ene-07;4;310;1465;5;6;0
5550;06-ene-07;1;263;37;10;8;0
6975;06-ene-07;1;114;1499;2;9;0
7569;06-ene-07;1;114;1576;2;4;0
7606;06-ene-07;1;113;603;2;9;0
8792;06-ene-07;1;193;1633;2;9;0
10540;06-ene-07;3;200;196;2;8;0
10634;06-ene-07;4;310;1562;5;13;0
11128;06-ene-07;1;224;1463;10;8;0
12296;06-ene-07;1;162;1104;2;9;0
14185;06-ene-07;1;62;580;2;9;0
16485;06-ene-07;1;233;1444;10;8;0
17953;06-ene-07;1;202;810;10;8;0
19957;06-ene-07;4;308;384;2;9;1
21073;06-ene-07;1;128;1332;2;9;0
21359;06-ene-07;1;6;1179;2;9;1
22421;06-ene-07;4;308;982;2;9;0
22823;06-ene-07;1;22;712;2;9;0
25839;06-ene-07;1;174;272;2;9;0
26030;06-ene-07;4;308;269;2;18;0
27058;06-ene-07;1;226;1078;10;8;0
28166;06-ene-07;4;309;552;10;16;0
30084;06-ene-07;1;107;1652;2;18;0
30133;06-ene-07;1;138;975;2;4;0
30186;06-ene-07;1;232;182;10;8;0
30436;06-ene-07;1;130;315;2;4;0
31090;06-ene-07;1;101;281;2;9;0
31221;06-ene-07;2;199;791;2;9;0
32338;06-ene-07;1;81;1117;2;9;0
33825;06-ene-07;1;37;1266;2;4;1
38884;06-ene-07;1;254;1635;5;13;0
41715;06-ene-07;2;306;536;10;4;0
44412;06-ene-07;1;147;706;2;4;0
44601;06-ene-07;1;173;951;2;9;0
45335;06-ene-07;1;290;751;2;4;0
45864;06-ene-07;1;303;1363;10;8;0
48342;06-ene-07;1;61;6;2;4;0
48400;06-ene-07;1;85;189;2;9;0
50847;06-ene-07;1;251;1510;5;6;1
51580;06-ene-07;1;24;869;2;9;0
51630;06-ene-07;1;123;669;2;9;0
52508;06-ene-07;1;41;704;2;9;0
53564;06-ene-07;3;200;386;2;36;0
54020;06-ene-07;1;239;1518;10;8;0
54612;06-ene-07;4;308;1072;2;18;0
58175;06-ene-07;1;110;701;2;9;0
59031;06-ene-07;1;250;1603;10;8;0
61046;06-ene-07;1;6;331;2;4;0
63378;06-ene-07;1;44;431;2;27;0
65946;06-ene-07;1;134;420;2;27;0
66149;06-ene-07;4;309;311;10;12;0
66426;06-ene-07;1;147;1554;2;9;0
67653;06-ene-07;4;308;1249;2;8;0
69220;06-ene-07;1;25;802;2;4;0
69817;06-ene-07;4;310;243;5;13;0
72455;06-ene-07;1;263;346;10;8;0
73054;06-ene-07;4;308;238;2;9;0
73713;06-ene-07;1;287;5;2;4;0
77587;06-ene-07;1;4;1043;2;9;0
77786;06-ene-07;2;306;1137;10;16;0
79133;06-ene-07;2;306;1021;10;8;0
79601;06-ene-07;1;168;1106;2;4;0
80111;06-ene-07;1;111;967;2;9;0
80702;06-ene-07;2;199;1127;2;4;0
85011;06-ene-07;1;173;1260;2;4;0
85466;06-ene-07;1;263;837;10;4;0
89086;06-ene-07;1;281;1375;5;13;0
90021;06-ene-07;1;283;261;2;9;1
90635;06-ene-07;1;40;1510;2;4;0
91244;06-ene-07;1;180;650;2;4;0
92644;06-ene-07;1;248;499;10;4;0
92898;06-ene-07;1;140;599;2;9;0
93023;06-ene-07;1;303;1099;10;8;0
94003;06-ene-07;2;199;910;2;4;0
96502;06-ene-07;1;292;1469;5;6;0
97549;06-ene-07;1;82;731;2;9;0
1577;07-ene-07;1;211;2515;10;80;0
5344;07-ene-07;1;248;696;10;8;1
5734;07-ene-07;1;211;328;10;4;0
9402;07-ene-07;4;310;1059;5;13;0
9436;07-ene-07;4;308;906;2;4;0
12429;07-ene-07;1;111;1135;2;4;0
13120;07-ene-07;1;17;471;2;4;0
15628;07-ene-07;1;39;1353;2;9;0
18292;07-ene-07;1;28;1612;2;9;0
19061;07-ene-07;3;200;755;2;16;0
19728;07-ene-07;1;233;599;10;8;0
21568;07-ene-07;1;294;1627;5;13;0
22734;07-ene-07;1;40;498;2;4;0
24335;07-ene-07;1;154;586;2;4;0
27636;07-ene-07;1;115;1367;2;9;1
28943;07-ene-07;3;200;757;2;54;0
31626;07-ene-07;1;131;720;2;9;0
37485;07-ene-07;1;111;176;2;9;0
39637;07-ene-07;1;21;528;2;9;0
40165;07-ene-07;1;78;418;2;12;0
40792;07-ene-07;1;161;213;2;4;0
49111;07-ene-07;2;307;1072;5;26;1
50129;07-ene-07;4;310;967;5;13;0
50267;07-ene-07;1;196;991;2;9;0
50725;07-ene-07;3;200;1449;2;18;0
52558;07-ene-07;1;66;1657;2;9;0
58186;07-ene-07;1;286;403;2;9;0
58565;07-ene-07;2;307;808;5;6;1
63677;07-ene-07;1;232;1387;10;8;0
64552;07-ene-07;1;245;706;10;4;0
65094;07-ene-07;1;184;281;2;9;0
66537;07-ene-07;1;213;948;10;8;0
66975;07-ene-07;1;198;2489;2;80;0
68518;07-ene-07;1;253;275;5;12;0
69697;07-ene-07;1;53;1304;2;9;0
70439;07-ene-07;4;308;262;2;4;0
70990;07-ene-07;1;51;1576;2;8;0
71403;07-ene-07;1;16;1203;2;9;0
71618;07-ene-07;1;75;1550;2;9;1
71927;07-ene-07;4;308;1221;2;18;0
75408;07-ene-07;2;199;315;2;4;0
75515;07-ene-07;1;34;955;2;9;0
75718;07-ene-07;1;269;1297;5;13;1
75849;07-ene-07;4;308;1510;2;4;0
76111;07-ene-07;1;183;1285;2;4;0
76177;07-ene-07;2;199;1461;2;18;0
77200;07-ene-07;1;282;299;2;4;0
78650;07-ene-07;1;10;1122;2;9;0
79949;07-ene-07;1;110;648;2;4;1
82679;07-ene-07;2;306;910;10;4;0
83499;07-ene-07;1;168;1653;2;4;0
83925;07-ene-07;1;49;678;2;4;0
84900;07-ene-07;1;194;771;2;4;0
84993;07-ene-07;2;306;632;10;4;0
88100;07-ene-07;4;308;1422;2;18;0
88326;07-ene-07;1;288;279;2;8;0
89355;07-ene-07;1;12;1562;2;9;0
95331;07-ene-07;1;217;1550;10;8;1
95490;07-ene-07;4;310;453;5;18;0
97711;07-ene-07;4;309;552;10;8;0
416;08-ene-07;2;306;1519;10;16;0
880;08-ene-07;1;285;1054;2;4;0
7328;08-ene-07;1;267;1439;5;13;0
7472;08-ene-07;1;175;1100;2;9;0
7702;08-ene-07;1;215;294;10;8;1
8599;08-ene-07;1;4;1515;2;9;0
9954;08-ene-07;1;168;488;2;4;0
10604;08-ene-07;1;52;47;2;4;0
10612;08-ene-07;1;34;1320;2;9;0
12541;08-ene-07;1;64;1537;2;9;0
15728;08-ene-07;1;238;1133;10;8;0
16349;08-ene-07;2;307;1076;5;26;0
17154;08-ene-07;3;200;453;2;24;0
17188;08-ene-07;1;267;706;5;6;0
17449;08-ene-07;4;309;1249;10;8;1
17970;08-ene-07;1;202;609;10;4;0
18282;08-ene-07;1;115;1105;2;9;0
20724;08-ene-07;1;211;574;10;4;0
22776;08-ene-07;2;199;370;2;27;1
23587;08-ene-07;2;306;1400;10;8;0
30502;08-ene-07;1;94;832;2;4;1
31892;08-ene-07;2;307;699;5;13;0
32564;08-ene-07;1;50;786;2;4;0
37363;08-ene-07;1;193;1527;2;9;0
39251;08-ene-07;4;308;794;2;4;0
39726;08-ene-07;3;200;1139;2;8;0
40037;08-ene-07;1;107;1247;2;4;0
40620;08-ene-07;1;193;637;2;9;0
41705;08-ene-07;1;220;1630;10;8;0
44258;08-ene-07;1;268;1179;5;13;0
44955;08-ene-07;1;3;1465;2;4;0
45187;08-ene-07;4;309;1612;10;8;0
46581;08-ene-07;1;251;1069;5;13;0
49748;08-ene-07;1;113;1266;2;4;0
51731;08-ene-07;1;263;67;10;4;0
51944;08-ene-07;1;289;183;2;9;0
55114;08-ene-07;2;306;782;10;8;0
55383;08-ene-07;4;308;677;2;8;0
55404;08-ene-07;1;22;807;2;4;0
57041;08-ene-07;1;161;1509;2;9;0
57394;08-ene-07;1;114;1381;2;9;0
60210;08-ene-07;1;9;1078;2;4;0
60524;08-ene-07;3;200;1653;2;16;0
66221;08-ene-07;2;306;677;10;8;0
66310;08-ene-07;4;310;308;5;13;0
66673;08-ene-07;1;136;2493;2;80;0
68621;08-ene-07;1;174;1350;2;4;0
69503;08-ene-07;2;199;1422;2;27;1
69844;08-ene-07;4;308;180;2;4;0
72784;08-ene-07;1;238;1628;10;8;0
73455;08-ene-07;1;76;1429;2;9;1
73811;08-ene-07;2;199;900;2;4;0
74342;08-ene-07;1;210;551;10;8;0
74711;08-ene-07;1;275;1357;5;13;0
75540;08-ene-07;1;201;1085;10;8;0
76604;08-ene-07;1;233;1262;10;4;1
77854;08-ene-07;4;310;1073;5;13;0
79285;08-ene-07;1;248;988;10;4;0
83806;08-ene-07;1;242;670;10;8;0
84133;08-ene-07;1;193;716;2;9;1
84510;08-ene-07;2;307;1329;5;13;0
84688;08-ene-07;2;306;1055;10;8;0
85220;08-ene-07;1;245;1406;10;4;0
86377;08-ene-07;1;235;1528;10;8;0
86402;08-ene-07;1;155;953;2;9;0
88110;08-ene-07;2;306;1479;10;8;0
88282;08-ene-07;1;249;1384;10;4;0
91436;08-ene-07;1;95;2489;2;80;1
93157;08-ene-07;1;158;1467;2;9;0
93461;08-ene-07;2;307;342;5;13;0
94992;08-ene-07;1;263;2516;10;80;0
95035;08-ene-07;1;213;879;10;4;1
96320;08-ene-07;1;289;1587;2;9;0
812;09-ene-07;4;310;967;5;26;0
4553;09-ene-07;4;308;742;2;4;0
4719;09-ene-07;1;101;698;2;9;1
5298;09-ene-07;2;306;1201;10;16;0
6119;09-ene-07;1;241;452;10;12;0
9083;09-ene-07;1;107;1073;2;9;0
11029;09-ene-07;1;86;737;2;9;0
11594;09-ene-07;3;200;1296;2;18;0
12484;09-ene-07;1;12;551;2;9;0
16794;09-ene-07;1;285;1608;2;4;0
16940;09-ene-07;1;13;1096;2;9;0
17616;09-ene-07;1;288;747;2;4;0
17854;09-ene-07;1;247;544;10;8;0
18118;09-ene-07;1;210;430;10;12;0
18161;09-ene-07;2;307;1107;5;13;1
20057;09-ene-07;1;75;1137;2;9;0
20173;09-ene-07;1;196;974;2;4;0
21659;09-ene-07;3;200;1375;2;18;0
21736;09-ene-07;1;16;655;2;9;0
22774;09-ene-07;1;8;120;2;4;0
24560;09-ene-07;1;91;988;2;4;0
25373;09-ene-07;1;263;242;10;8;0
27143;09-ene-07;1;291;627;2;9;0
27194;09-ene-07;1;264;783;5;6;0
28256;09-ene-07;3;200;1306;2;18;1
28738;09-ene-07;1;48;896;2;4;1
30659;09-ene-07;1;114;1514;2;9;0
31350;09-ene-07;1;212;499;10;4;0
31840;09-ene-07;1;134;638;2;9;0
32378;09-ene-07;1;111;977;2;9;0
33399;09-ene-07;1;122;1654;2;9;0
33438;09-ene-07;3;200;1394;2;36;1
36750;09-ene-07;1;111;1591;2;9;0
38567;09-ene-07;1;73;575;2;9;0
38989;09-ene-07;1;94;1367;2;9;0
40506;09-ene-07;2;306;1458;10;4;0
42151;09-ene-07;4;309;929;10;4;0
42778;09-ene-07;2;307;6;5;6;0
45285;09-ene-07;4;308;287;2;9;0
48102;09-ene-07;1;202;896;10;4;0
49584;09-ene-07;4;308;1420;2;4;0
49749;09-ene-07;2;307;551;5;13;0
50525;09-ene-07;1;244;1026;10;16;0
50975;09-ene-07;2;306;1132;10;8;0
52619;09-ene-07;4;310;244;5;13;0
56250;09-ene-07;1;204;1106;10;4;0
56340;09-ene-07;1;212;1373;10;4;0
58517;09-ene-07;1;288;1141;2;9;0
59837;09-ene-07;1;268;1529;5;13;1
