ProductKey;ProductName;ProductDescription;ProductSubcategoryKey;Manufacturer;BrandName;ClassID;ClassName;ColorID;ColorName;Size;Weight;UnitCost;UnitPrice
858;Contoso Wireless Notebook Optical Mouse M35 Black;Wireless notebook mouse, long battery life, convenient snap-in receiver;22;Contoso, Ltd;Contoso;2;Regular;2;Black;;;$13,77;$29,95
859;Contoso Wireless Notebook Optical Mouse M35 White;Wireless notebook mouse, long battery life, convenient snap-in receiver;22;Contoso, Ltd;Contoso;2;Regular;8;White;;;$13,77;$29,95
860;Contoso Wireless Notebook Optical Mouse M35 Blue;Wireless notebook mouse, long battery life, convenient snap-in receiver;22;Contoso, Ltd;Contoso;2;Regular;3;Blue;;;$13,77;$29,95
861;Contoso Wireless Notebook Optical Mouse M35 Silver;Wireless notebook mouse, long battery life, convenient snap-in receiver;22;Contoso, Ltd;Contoso;2;Regular;7;Silver;;;$13,77;$29,95
862;Contoso Wireless Notebook Optical Mouse M35 Orange;Wireless notebook mouse, long battery life, convenient snap-in receiver;22;Contoso, Ltd;Contoso;2;Regular;9;Orange;;;$13,77;$29,95
863;Contoso Optical USB Mouse M45 Black;An improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use;22;Contoso, Ltd;Contoso;2;Regular;2;Black;;;$23,45;$50,99
864;Contoso Optical USB Mouse M45 White;An improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use;22;Contoso, Ltd;Contoso;2;Regular;8;White;;;$23,45;$50,99
865;Contoso Optical USB Mouse M45 Grey;An improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use;22;Contoso, Ltd;Contoso;2;Regular;11;Grey;;;$23,45;$50,99
866;Contoso Wireless Laser Mouse M55 Black;Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface;22;Contoso, Ltd;Contoso;2;Regular;2;Black;;;$32,19;$69,99
867;Contoso Wireless Laser Mouse M55 White;Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface;22;Contoso, Ltd;Contoso;2;Regular;8;White;;;$32,19;$69,99
868;Contoso Wireless Laser Mouse M55 Grey;Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface;22;Contoso, Ltd;Contoso;2;Regular;11;Grey;;;$32,19;$69,99
869;Contoso Wireless Laser Mouse M55 Silver;Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface;22;Contoso, Ltd;Contoso;2;Regular;7;Silver;;;$32,19;$69,99
870;Contoso Wireless Laser Mouse E50 Black;Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface;22;Contoso, Ltd;Contoso;1;Economy;2;Black;;;$10,69;$20,96
871;Contoso Wireless Laser Mouse E50 White;Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface;22;Contoso, Ltd;Contoso;1;Economy;8;White;;;$10,69;$20,96
872;Contoso Wireless Laser Mouse E50 Silver;Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface;22;Contoso, Ltd;Contoso;1;Economy;7;Silver;;;$10,69;$20,96
899;SV Keyboard E10 Silver;Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys;22;Southridge Video;Southridge Video;1;Economy;7;Silver;;;$22,43;$44,
900;SV Keyboard E10 White;Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys;22;Southridge Video;Southridge Video;1;Economy;8;White;;;$22,43;$44,
901;SV Keyboard E10 Black;Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys;22;Southridge Video;Southridge Video;1;Economy;2;Black;;;$22,43;$44,
902;SV Keyboard E10 Grey;Cutting-edge design and improved performance for maximum productivity, E-mail and Internet hot keys;22;Southridge Video;Southridge Video;1;Economy;11;Grey;;;$22,43;$44,
903;SV 40GB USB2.0 Portable Hard Disk E400 Red;Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches;22;Southridge Video;Southridge Video;1;Economy;6;Red;;;$38,74;$75,99
904;SV 40GB USB2.0 Portable Hard Disk E400 Silver;Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches;22;Southridge Video;Southridge Video;1;Economy;7;Silver;;;$38,74;$75,99
905;SV 40GB USB2.0 Portable Hard Disk E400 Blue;Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches;22;Southridge Video;Southridge Video;1;Economy;3;Blue;;;$38,74;$75,99
906;SV 40GB USB2.0 Portable Hard Disk E400 Yellow;Ultra durable 40GB USB portable storage, can withstand vertical drops of up to 35 inches;22;Southridge Video;Southridge Video;1;Economy;13;Yellow;;;$38,74;$75,99
907;SV 80GB USB2.0 Portable Hard Disk E500 Red;Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches;22;Southridge Video;Southridge Video;1;Economy;6;Red;;;$52,;$102,
908;SV 80GB USB2.0 Portable Hard Disk E500 Silver;Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches;22;Southridge Video;Southridge Video;1;Economy;7;Silver;;;$52,;$102,
909;SV 80GB USB2.0 Portable Hard Disk E500 Blue;Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches;22;Southridge Video;Southridge Video;1;Economy;3;Blue;;;$52,;$102,
910;SV 80GB USB2.0 Portable Hard Disk E500 Yellow;Ultra durable 80GB USB portable storage, can withstand vertical drops of up to 35 inches;22;Southridge Video;Southridge Video;1;Economy;13;Yellow;;;$52,;$102,
911;SV 160GB USB2.0 Portable Hard Disk M65 Silver;Ultra durable160GB USB portable storage;22;Southridge Video;Southridge Video;2;Regular;7;Silver;;;$44,1;$95,9
912;SV 160GB USB2.0 Portable Hard Disk M65 Black;Ultra durable160GB USB portable storage;22;Southridge Video;Southridge Video;2;Regular;2;Black;;;$44,1;$95,9
913;SV 160GB USB2.0 Portable Hard Disk M65 White;Ultra durable160GB USB portable storage;22;Southridge Video;Southridge Video;2;Regular;8;White;;;$44,1;$95,9
914;SV 160GB USB2.0 Portable Hard Disk M65 Grey;Ultra durable160GB USB portable storage;22;Southridge Video;Southridge Video;2;Regular;11;Grey;;;$44,1;$95,9
915;SV 500GB USB 2.0 Portable External Hard Drive X405 Pink;Internal shock sensor and ramp loading Technology, USB Powered for portability/ Small size saves desktop space;22;Southridge Video;Southridge Video;3;Deluxe;10;Pink;;;$59,31;$179,
916;SV 500GB USB 2.0 Portable External Hard Drive X405 Blue;Internal shock sensor and ramp loading Technology, USB Powered for portability/ Small size saves desktop space;22;Southridge Video;Southridge Video;3;Deluxe;3;Blue;;;$59,31;$179,
917;SV 500GB USB 2.0 Portable External Hard Drive X405 White;Internal shock sensor and ramp loading Technology, USB Powered for portability/ Small size saves desktop space;22;Southridge Video;Southridge Video;3;Deluxe;8;White;;;$59,31;$179,
918;SV 500GB USB 2.0 Portable External Hard Drive X405 Black;Internal shock sensor and ramp loading Technology, USB Powered for portability/ Small size saves desktop space;22;Southridge Video;Southridge Video;3;Deluxe;2;Black;;;$59,31;$179,
919;SV USB Data Cable E600 Pink;A single, standardized and easy way to connect the phone to a computer;22;Southridge Video;Southridge Video;1;Economy;10;Pink;;;$0,48;$0,95
920;SV USB Data Cable E600 Black;A single, standardized and easy way to connect the phone to a computer;22;Southridge Video;Southridge Video;1;Economy;2;Black;;;$0,48;$0,95
921;SV USB Data Cable E600 Silver;A single, standardized and easy way to connect the phone to a computer;22;Southridge Video;Southridge Video;1;Economy;7;Silver;;;$0,48;$0,95
922;SV USB Data Cable E600 Grey;A single, standardized and easy way to connect the phone to a computer;22;Southridge Video;Southridge Video;1;Economy;11;Grey;;;$0,48;$0,95
923;SV USB Sync Charge Cable E700 Blue;Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible;22;Southridge Video;Southridge Video;1;Economy;3;Blue;;;$1,01;$1,99
924;SV USB Sync Charge Cable E700 Black;Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible;22;Southridge Video;Southridge Video;1;Economy;2;Black;;;$1,01;$1,99
925;SV USB Sync Charge Cable E700 White;Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible;22;Southridge Video;Southridge Video;1;Economy;8;White;;;$1,01;$1,99
926;SV USB Sync Charge Cable E700 Silver;Simultaneously synchronize and recharge your device, USB 2.0 & 1.1 compatible;22;Southridge Video;Southridge Video;1;Economy;7;Silver;;;$1,01;$1,99
927;SV 512MB Laptop memory E800 White;DDR socket;22;Southridge Video;Southridge Video;1;Economy;8;White;;;$17,33;$33,99
928;SV 512MB Laptop memory E800 Silver;DDR socket;22;Southridge Video;Southridge Video;1;Economy;7;Silver;;;$17,33;$33,99
929;SV 512MB Laptop memory E800 Black;DDR socket;22;Southridge Video;Southridge Video;1;Economy;2;Black;;;$17,33;$33,99
930;SV 512MB Laptop memory E800 Yellow;DDR2 socket;22;Southridge Video;Southridge Video;1;Economy;13;Yellow;;;$17,33;$33,99
931;SV 2GB Laptop memory E800 Silver;DDR2 socket;22;Southridge Video;Southridge Video;1;Economy;7;Silver;;;$28,04;$55,
932;SV 2GB Laptop memory E800 Black;DDR2 socket;22;Southridge Video;Southridge Video;1;Economy;2;Black;;;$28,04;$55,
933;SV 2GB Laptop memory E800 White;DDR2 socket;22;Southridge Video;Southridge Video;1;Economy;8;White;;;$28,04;$55,
934;SV 4GB Laptop Memory M65 Blue;Standard SDRAM SODIMM socket;22;Southridge Video;Southridge Video;2;Regular;3;Blue;;;$36,33;$79,
935;SV 4GB Laptop Memory M65 Yellow;Standard SDRAM SODIMM socket;22;Southridge Video;Southridge Video;2;Regular;13;Yellow;;;$36,33;$79,
936;SV 4GB Laptop Memory M65 Black;Standard SDRAM SODIMM socket;22;Southridge Video;Southridge Video;2;Regular;2;Black;;;$36,33;$79,
937;SV 4GB Laptop Memory M65 White;Standard SDRAM SODIMM socket;22;Southridge Video;Southridge Video;2;Regular;8;White;;;$36,33;$79,
938;SV Wireless LAN PCI Network Card Adapter E900 Black;Broadcom chipset PCI interface 802.11g, 54 Mbps data transfer rate;22;Southridge Video;Southridge Video;1;Economy;2;Black;;;$50,47;$99,
939;SV Wireless LAN PCI Network Card Adapter E901 Black;Broadcom chipset PCI interface 802.11g, 54 Mbps data transfer rate;22;Southridge Video;Southridge Video;1;Economy;2;Black;;;$50,47;$99,
940;SV Wireless LAN PCI Network Card Adapter E902 Black;Broadcom chipset PCI interface 802.11g, 54 Mbps data transfer rate;22;Southridge Video;Southridge Video;1;Economy;2;Black;;;$50,47;$99,
941;SV PCI Network Adapter E903 Silver;Easy migration to faster networks as current 10/100 Mbps networks move to Gigabit;22;Southridge Video;Southridge Video;1;Economy;7;Silver;;;$21,41;$41,99
942;SV PCI Network Adapter E904 Silver;Easy migration to faster networks as current 10/100 Mbps networks move to Gigabit;22;Southridge Video;Southridge Video;1;Economy;7;Silver;;;$21,41;$41,99
943;SV PCI Network Adapter E905 Silver;Easy migration to faster networks as current 10/100 Mbps networks move to Gigabit;22;Southridge Video;Southridge Video;1;Economy;7;Silver;;;$21,41;$41,99
1257;Contoso Cyber Shot Digital Cameras Adapter E306 Pink;Supplies a steady and reliable source of power, perfect for use while transferring images;28;Contoso, Ltd;Contoso;1;Economy;10;Pink;;;$20,39;$39,99
416;Adventure Works Desktop PC2.33 XD233 Silver;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;17;Adventure Works;Adventure Works;3;Deluxe;7;Silver;;;$321,05;$969,
417;Adventure Works Desktop PC2.30 MD230 Silver;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;Adventure Works;Adventure Works;2;Regular;7;Silver;;;$275,46;$599,
418;Adventure Works Desktop PC1.60 ED160 Silver;1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive;17;Adventure Works;Adventure Works;1;Economy;7;Silver;;;$137,63;$269,95
419;Adventure Works Desktop PC1.80 ED180 Silver;1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive;17;Adventure Works;Adventure Works;2;Regular;7;Silver;;;$188,13;$369,
420;Adventure Works Desktop PC1.80 ED182 Silver;1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive;17;Adventure Works;Adventure Works;2;Regular;7;Silver;;;$254,86;$499,9
421;Adventure Works Desktop PC3.0 MS300 Silver;3.0GHz processor, 4GB DDR2 SDRAM memory, 500GB 7200RPM hard drive, 19 inch LCD flat monitors;17;Adventure Works;Adventure Works;2;Regular;7;Silver;;;$215,68;$469,
422;Adventure Works Desktop PC2.33 XD233 Black;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;17;Adventure Works;Adventure Works;3;Deluxe;2;Black;;;$321,05;$969,
423;Adventure Works Desktop PC2.30 MD230 Black;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;Adventure Works;Adventure Works;2;Regular;2;Black;;;$275,46;$599,
424;Adventure Works Desktop PC1.60 ED160 Black;1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive;17;Adventure Works;Adventure Works;1;Economy;2;Black;;;$137,63;$269,95
425;Adventure Works Desktop PC1.80 ED180 Black;1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive;17;Adventure Works;Adventure Works;2;Regular;2;Black;;;$188,13;$369,
426;Adventure Works Desktop PC1.80 ED182 Black;1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive;17;Adventure Works;Adventure Works;2;Regular;2;Black;;;$254,86;$499,9
427;Adventure Works Desktop PC3.0 MS300 Black;3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inches LCD flat monitors;17;Adventure Works;Adventure Works;2;Regular;2;Black;;;$215,68;$469,
428;Adventure Works Desktop PC2.33 XD233 Brown;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;17;Adventure Works;Adventure Works;3;Deluxe;4;Brown;;;$321,05;$969,
429;Adventure Works Desktop PC2.30 MD230 Brown;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;Adventure Works;Adventure Works;2;Regular;4;Brown;;;$275,87;$599,9
430;Adventure Works Desktop PC1.60 ED160 Brown;1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive;17;Adventure Works;Adventure Works;1;Economy;4;Brown;;;$137,63;$269,95
431;Adventure Works Desktop PC1.80 ED180 Brown;1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive;17;Adventure Works;Adventure Works;2;Regular;4;Brown;;;$188,13;$369,
432;Adventure Works Desktop PC1.80 ED182 Brown;1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive;17;Adventure Works;Adventure Works;2;Regular;4;Brown;;;$254,86;$499,9
433;Adventure Works Desktop PC2.33 XD233 White;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;17;Adventure Works;Adventure Works;3;Deluxe;8;White;;;$321,05;$969,
434;Adventure Works Desktop PC2.30 MD230 White;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;Adventure Works;Adventure Works;2;Regular;8;White;;;$275,46;$599,
435;Adventure Works Desktop PC1.60 ED160 White;1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive;17;Adventure Works;Adventure Works;1;Economy;8;White;;;$137,63;$269,95
436;Adventure Works Desktop PC1.80 ED180 White;1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive;17;Adventure Works;Adventure Works;2;Regular;8;White;;;$188,13;$369,
437;Adventure Works Desktop PC1.80 ED182 White;1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive;17;Adventure Works;Adventure Works;2;Regular;8;White;;;$254,86;$499,9
438;WWI Desktop PC2.33 X2330 Silver;2.33GHz dual processor, 750GB 7200RPM hard drive, 19” widescreen LCD monitors;17;Wide World Importers;Wide World Importers;3;Deluxe;7;Silver;;;$304,48;$919,
439;WWI Desktop PC2.30 M2300 Brown;2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 4MB L2 Cache;17;Wide World Importers;Wide World Importers;2;Regular;4;Brown;;;$257,06;$559,
440;WWI Desktop PC1.60 E1600 Silver;1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive;17;Wide World Importers;Wide World Importers;1;Economy;7;Silver;;;$112,14;$219,95
441;WWI Desktop PC1.80 E1800 Brown;1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive;17;Wide World Importers;Wide World Importers;1;Economy;4;Brown;;;$117,21;$229,9
442;WWI Desktop PC1.80 E1801 Silver;1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive;17;Wide World Importers;Wide World Importers;1;Economy;7;Silver;;;$137,6;$269,9
443;WWI Desktop PC3.0 M0300 Silver;3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inch LCD flat monitors;17;Wide World Importers;Wide World Importers;2;Regular;7;Silver;;;$160,49;$349,
444;WWI Desktop PC2.33 X2330 Black;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;17;Wide World Importers;Wide World Importers;3;Deluxe;2;Black;;;$304,48;$919,
445;WWI Desktop PC2.30 M2300 Black;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;Wide World Importers;Wide World Importers;2;Regular;2;Black;;;$257,06;$559,
446;WWI Desktop PC1.60 E1600 Black;1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive;17;Wide World Importers;Wide World Importers;1;Economy;2;Black;;;$112,14;$219,95
447;WWI Desktop PC1.80 E1800 Black;1.80GHz dual processor, 2GB DDR2 memory, 320GB 5400RPM hard drive;17;Wide World Importers;Wide World Importers;1;Economy;2;Black;;;$117,21;$229,9
448;WWI Desktop PC1.80 E1801 Black;1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive;17;Wide World Importers;Wide World Importers;1;Economy;2;Black;;;$137,6;$269,9
449;WWI Desktop PC3.0 M0300 Black;3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inches LCD flat monitors;17;Wide World Importers;Wide World Importers;2;Regular;2;Black;;;$160,49;$349,
450;WWI Desktop PC2.33 X2330 Brown;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;17;Wide World Importers;Wide World Importers;3;Deluxe;4;Brown;;;$304,48;$919,
451;WWI Desktop PC2.30 M2300 Silver;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;Wide World Importers;Wide World Importers;2;Regular;7;Silver;;;$257,06;$559,
452;WWI Desktop PC1.60 E1600 Red;1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive;17;Wide World Importers;Wide World Importers;1;Economy;6;Red;;;$112,14;$219,95
453;WWI Desktop PC1.80 E1800 Silver;1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive;17;Wide World Importers;Wide World Importers;1;Economy;7;Silver;;;$117,21;$229,9
454;WWI Desktop PC1.80 E1801 Brown;1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive;17;Wide World Importers;Wide World Importers;1;Economy;4;Brown;;;$137,6;$269,9
455;WWI Desktop PC2.33 X2330 White;2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive;17;Wide World Importers;Wide World Importers;3;Deluxe;8;White;;;$304,48;$919,
456;WWI Desktop PC2.30 M2300 White;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";17;Wide World Importers;Wide World Importers;2;Regular;8;White;;;$257,06;$559,
